Repository,Repository_owner,Repository_fullname,Is_fork,Parent,Stars,Watchers,Forks,Description,Language,Languages,Topic,Contributors,Open_issues,Open_pull_requests,License,Created,Last_update
fzf,junegunn,junegunn/fzf,False,,51537,51537,2175,:cherry_blossom: A command-line fuzzy finder,Go,"['Go', 'Ruby', 'Shell', 'Vim Script', 'Makefile', 'PowerShell', 'Dockerfile']","['bash', 'cli', 'fish', 'fzf', 'go', 'neovim', 'tmux', 'unix', 'vim', 'zsh']",216,316,56,LICENSE,2013-10-23 16:04:23,2023-04-13 10:29:07
spring-framework,spring-projects,spring-projects/spring-framework,False,,51454,51454,35907,Spring Framework,Java,"['Java', 'Kotlin', 'AspectJ', 'FreeMarker', 'Groovy', 'Shell', 'XSLT', 'HTML', 'Ruby', 'CSS', 'Smarty', 'PLpgSQL', 'JavaScript', 'Python', 'Dockerfile']","['framework', 'spring', 'spring-framework']",390,1421,182,LICENSE.txt,2010-12-08 04:04:45,2023-04-13 09:20:02
superset,apache,apache/superset,False,,51408,51408,10432,Apache Superset is a Data Visualization and Data Exploration Platform,TypeScript,"['TypeScript', 'Python', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Less', 'Shell', 'Dockerfile', 'Jinja', 'CSS', 'Makefile', 'Smarty', 'Pug', 'Mako']","['analytics', 'apache', 'apache-superset', 'asf', 'bi', 'business-analytics', 'business-intelligence', 'data-analysis', 'data-analytics', 'data-engineering', 'data-science', 'data-visualization', 'data-viz', 'flask', 'python', 'react', 'sql-editor', 'superset']",426,1324,216,LICENSE.txt,2015-07-21 18:55:34,2023-04-13 09:24:10
Java,TheAlgorithms,TheAlgorithms/Java,False,,51219,51219,16888,All Algorithms implemented in Java,Java,"['Java', 'Dockerfile']","['algorithm', 'algorithm-challenges', 'algorithms', 'algorithms-datastructures', 'data-structures', 'hacktoberfest', 'java', 'search', 'sort', 'sorting-algorithms']",432,15,12,LICENSE,2016-07-16 10:21:02,2023-04-13 10:35:22
Best-websites-a-programmer-should-visit,sdmg15,sdmg15/Best-websites-a-programmer-should-visit,False,,51167,51167,6778,:link: Some useful websites for programmers.,,[],"['books', 'cs', 'hacktoberfest', 'links', 'programmer', 'sites']",262,811,774,LICENSE,2017-03-05 20:25:17,2023-04-13 09:53:57
leetcode,azl397985856,azl397985856/leetcode,False,,50985,50985,9290,推荐刷题网站：https://www.lintcode.com/?utm_source=tf-github-lucifer2022  LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),JavaScript,"['JavaScript', 'Python', 'Ruby']","['algo', 'algorithm', 'algorithms', 'algorithms-datastructures', 'computer-science', 'cpp', 'data-structures', 'interview', 'java', 'javascript', 'leetcode', 'leetcode-solutions', 'python', 'tree']",76,6,1,LICENSE.txt,2018-03-30 09:13:51,2023-04-13 10:01:27
hoppscotch,hoppscotch,hoppscotch/hoppscotch,False,,50902,50902,3472,👽 Open source API development ecosystem - https://hoppscotch.io,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'SCSS', 'Handlebars', 'Dockerfile', 'HTML', 'Shell']","['api', 'api-client', 'api-rest', 'api-testing', 'developer-tools', 'graphql', 'hacktoberfest', 'http', 'http-client', 'pwa', 'rest', 'rest-api', 'spa', 'testing', 'testing-tools', 'tools', 'vue', 'vuejs', 'websocket']",183,110,6,LICENSE,2019-08-21 13:15:24,2023-04-13 10:09:15
stable-diffusion,CompVis,CompVis/stable-diffusion,False,,50799,50799,7870,A latent text-to-image diffusion model,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Shell']",[],8,460,60,LICENSE,2022-08-10 14:36:44,2023-04-13 10:33:56
design-resources-for-developers,bradtraversy,bradtraversy/design-resources-for-developers,False,,50677,50677,10354,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",,[],[],380,2,2,LICENSE,2020-05-06 14:40:35,2023-04-13 09:51:02
awesome-nodejs,sindresorhus,sindresorhus/awesome-nodejs,False,,50665,50665,5633,:zap: Delightful Node.js packages and resources,,[],"['awesome', 'awesome-list', 'javascript', 'list', 'node', 'nodejs']",332,23,22,license,2014-07-11 13:35:34,2023-04-13 08:56:03
manim,3b1b,3b1b/manim,False,,50629,50629,5264,Animation engine for explanatory math videos,Python,"['Python', 'GLSL']","['3b1b-videos', 'animation', 'explanatory-math-videos', 'python']",142,364,9,LICENSE.md,2015-03-22 18:50:58,2023-04-13 10:04:32
syncthing,syncthing,syncthing/syncthing,False,,50559,50559,3716,Open Source Continuous File Synchronization,Go,"['Go', 'HTML', 'JavaScript', 'TypeScript', 'Shell', 'CSS', 'SCSS', 'Dockerfile', 'Ruby', 'PowerShell', 'Batchfile']","['go', 'p2p', 'peer-to-peer', 'synchronization']",277,321,16,LICENSE,2013-11-26 09:48:21,2023-04-13 10:01:34
Semantic-UI,Semantic-Org,Semantic-Org/Semantic-UI,False,,50513,50513,5104,Semantic is a UI component framework based around useful principles from natural language.,JavaScript,"['JavaScript', 'Less', 'HTML']","['button', 'css-framework', 'dropdown', 'flexbox', 'popup', 'semantic', 'sidebar', 'tooltip', 'ui', 'ui-components']",186,1069,113,LICENSE.md,2013-04-08 23:32:04,2023-04-13 10:09:22
tesseract,tesseract-ocr,tesseract-ocr/tesseract,False,,50316,50316,8474,Tesseract Open Source OCR Engine (main repository),C++,"['C++', 'C', 'Java', 'Makefile', 'CMake', 'Shell', 'M4', 'Python', 'Dockerfile']","['hacktoberfest', 'lstm', 'machine-learning', 'ocr', 'ocr-engine', 'tesseract', 'tesseract-ocr']",165,392,16,LICENSE,2014-08-12 18:04:59,2023-04-13 09:03:37
DeepLearning-500-questions,scutan90,scutan90/DeepLearning-500-questions,False,,50287,50287,15510,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,JavaScript,"['JavaScript', 'HTML']",[],100,107,5,LICENSE,2018-06-27 06:36:45,2023-04-13 09:29:27
normalize.css,necolas,necolas/normalize.css,False,,50133,50133,10978,A modern alternative to CSS resets,CSS,['CSS'],"['css', 'css-reset', 'normalize-css']",36,75,32,LICENSE.md,2011-05-04 10:20:25,2023-04-13 09:29:56
react-router,remix-run,remix-run/react-router,False,,50092,50092,9975,Declarative routing for React,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']",[],429,76,13,LICENSE.md,2014-05-16 22:22:51,2023-04-13 09:35:13
