Repository,Repository_owner,Repository_fullname,Is_fork,Parent,Stars,Watchers,Forks,Description,Language,Languages,Topic,Contributors,Open_issues,Open_pull_requests,License,Created,Last_update
traefik,traefik,traefik/traefik,False,,42536,680,4555,The Cloud Native Application Proxy,Go,"['Go', 'Vue', 'JavaScript', 'Shell', 'Makefile', 'SCSS', 'Dockerfile', 'HTML', 'Stylus']","['consul', 'docker', 'etcd', 'go', 'golang', 'kubernetes', 'letsencrypt', 'load-balancer', 'marathon', 'mesos', 'microservice', 'reverse-proxy', 'zookeeper']",420,614,15,LICENSE.md,2015-09-13 19:04:02,2023-04-13 10:25:53
architecture-samples,android,android/architecture-samples,False,,42511,2422,11472,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,['Kotlin'],"['android', 'android-architecture', 'samples']",56,181,64,LICENSE,2016-02-05 13:42:07,2023-04-13 11:09:02
AdminLTE,ColorlibHQ,ColorlibHQ/AdminLTE,False,,42387,2013,18033,AdminLTE - Free admin dashboard template based on Bootstrap 4,JavaScript,"['JavaScript', 'HTML', 'CSS', 'SCSS', 'Dockerfile']","['admin', 'admin-dashboard', 'admin-panel', 'admin-template', 'bootstrap']",116,76,15,LICENSE,2013-12-25 02:52:40,2023-04-13 12:01:09
parcel,parcel-bundler,parcel-bundler/parcel,False,,42227,457,2250,The zero configuration build tool for the web. 📦🚀,JavaScript,"['JavaScript', 'Rust', 'HTML', 'TypeScript', 'CSS', 'Vue', 'SCSS', 'Elm', 'Less', 'Pug', 'GLSL', 'Stylus', 'Makefile', 'Sass', 'Shell', 'CoffeeScript', 'SugarSS', 'Kotlin', 'Reason']","['assets', 'build-tool', 'commonjs', 'compiler', 'css', 'es6', 'html', 'javascript', 'module-bundler', 'modules', 'web']",371,768,91,LICENSE,2017-08-07 16:36:47,2023-04-13 08:40:06
devops-exercises,bregman-arie,bregman-arie/devops-exercises,False,,42171,948,9331,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",Python,"['Python', 'HCL', 'HTML', 'Shell', 'Groovy']","['ansible', 'aws', 'azure', 'coding', 'containers', 'devops', 'docker', 'git', 'interview', 'interview-questions', 'kubernetes', 'linux', 'openstack', 'production-engineer', 'prometheus', 'python', 'sql', 'sre', 'terraform']",145,17,6,LICENSE,2019-10-03 17:31:21,2023-04-13 11:34:41
v2ray-core,v2ray,v2ray/v2ray-core,False,,42167,1383,8659,A platform for building proxies to bypass network restrictions.,Go,"['Go', 'Starlark', 'Shell', 'Dockerfile', 'Assembly']","['golang', 'http-proxy', 'proxy', 'shadowsocks', 'socks', 'socks5', 'v2ray', 'vmess']",85,34,13,LICENSE,2015-09-04 11:42:53,2023-04-13 11:50:55
d2l-zh,d2l-ai,d2l-ai/d2l-zh,False,,42162,980,8925,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被60多个国家的400多所大学用于教学。,Python,"['Python', 'HTML', 'TeX', 'Shell']","['book', 'chinese', 'computer-vision', 'deep-learning', 'machine-learning', 'natural-language-processing', 'notebook', 'python']",245,27,26,LICENSE,2017-08-23 04:40:24,2023-04-13 12:17:52
babel,babel,babel/babel,False,,42157,810,5609,🐠 Babel is a compiler for writing next generation JavaScript.,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Prolog', 'Makefile', 'HTML', 'Batchfile']","['ast', 'babel', 'compiler', 'es2015', 'es6', 'flavortown', 'javascript']",421,807,175,LICENSE,2014-09-28 13:38:23,2023-04-13 09:21:46
pdf.js,mozilla,mozilla/pdf.js,False,,42114,1106,9298,PDF Reader in JavaScript,JavaScript,"['JavaScript', 'CSS', 'HTML', 'TypeScript']",[],360,358,19,LICENSE,2011-04-26 06:32:03,2023-04-13 11:46:46
julia,JuliaLang,JuliaLang/julia,False,,42050,944,5153,The Julia Programming Language,Julia,"['Julia', 'C', 'C++', 'Scheme', 'Makefile', 'LLVM', 'Clojure', 'Shell', 'Objective-C', 'PHP', 'Assembly', 'Inno Setup', 'Python', 'JavaScript', 'Rich Text Format', 'DTrace', 'AppleScript', 'Dockerfile', 'GDB']","['hacktoberfest', 'hpc', 'julia', 'julia-language', 'machine-learning', 'numerical', 'programming-language', 'science', 'scientific']",401,4473,914,LICENSE.md,2011-04-21 07:01:50,2023-04-13 11:58:41
gogs,gogs,gogs/gogs,False,,41943,1037,4706,Gogs is a painless self-hosted Git service,Go,"['Go', 'Less', 'JavaScript', 'Shell', 'Batchfile', 'Dockerfile', 'Procfile']","['git', 'go', 'gogs', 'lsif-enabled']",416,837,26,LICENSE,2014-02-12 01:57:08,2023-04-13 12:07:29
pi-hole,pi-hole,pi-hole/pi-hole,False,,41889,697,2492,A black hole for Internet advertisements,Shell,"['Shell', 'Python', 'Roff', 'Dockerfile']","['ad-blocker', 'blocker', 'cloud', 'dashboard', 'dhcp', 'dhcp-server', 'dns-server', 'dnsmasq', 'hacktoberfest', 'pi-hole', 'raspberry-pi', 'shell']",201,47,18,LICENSE,2014-06-08 15:02:55,2023-04-13 11:51:07
build-web-application-with-golang,astaxie,astaxie/build-web-application-with-golang,False,,41862,2419,10744,A golang ebook intro how to build a web with golang,Go,"['Go', 'Groovy', 'Shell', 'Python']",[],351,125,10,LICENSE.md,2012-08-02 11:49:35,2023-04-13 06:45:08
go-ethereum,ethereum,ethereum/go-ethereum,False,,41840,2197,16371,Official Go implementation of the Ethereum protocol,Go,"['Go', 'C', 'JavaScript', 'Assembly', 'Java', 'Sage', 'Shell', 'M4', 'NSIS', 'Solidity', 'HTML', 'Python', 'Makefile', 'Dockerfile']","['blockchain', 'ethereum', 'geth', 'go', 'p2p']",432,327,74,COPYING,2013-12-26 13:05:46,2023-04-13 10:54:37
jest,facebook,facebook/jest,False,,41801,564,6322,Delightful JavaScript Testing.,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Prolog', 'Shell', 'Handlebars']","['easy', 'expectation', 'facebook', 'immersive', 'javascript', 'painless', 'painless-javascript-testing', 'snapshot', 'testing']",433,542,93,LICENSE,2013-12-10 00:18:04,2023-04-13 12:04:22
Projects,karan,karan/Projects,False,,41772,1880,10448,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,,[],[],16,84,45,LICENSE.md,2013-07-04 13:37:27,2023-04-13 12:15:27
retrofit,square,square/retrofit,False,,41392,1589,7257,A type-safe HTTP client for Android and the JVM,Java,"['Java', 'Kotlin', 'HTML', 'CSS', 'Shell']","['android', 'java']",150,182,35,LICENSE.txt,2010-09-06 21:39:43,2023-04-13 08:36:49
mastodon,mastodon,mastodon/mastodon,False,,41149,685,6123,"Your self-hosted, globally interconnected microblogging community",Ruby,"['Ruby', 'JavaScript', 'SCSS', 'Haml', 'HTML', 'Dockerfile', 'Shell', 'TypeScript', 'Procfile', 'CSS']","['activity-stream', 'activitypub', 'docker', 'mastodon', 'microblog', 'social-network', 'webfinger']",408,4028,294,LICENSE,2016-02-22 15:01:25,2023-04-13 11:22:06
yarn,yarnpkg,yarnpkg/yarn,False,,41139,570,2883,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,JavaScript,"['JavaScript', 'Shell', 'PowerShell', 'Groovy', 'Batchfile']","['javascript', 'npm', 'package-manager', 'yarn']",442,1958,144,LICENSE,2016-01-19 17:39:16,2023-04-13 10:11:07
v2rayN,2dust,2dust/v2rayN,False,,41082,619,7794,"A GUI client for Windows, support Xray core and v2fly core and others",C#,['C#'],"['proxy', 'shadowsocks', 'socks5', 'trojan', 'v2fly', 'v2ray', 'vless', 'vmess', 'windows', 'xray', 'xtls']",37,33,0,LICENSE,2019-07-30 03:47:24,2023-04-13 12:07:00
git-flight-rules,k88hudson,k88hudson/git-flight-rules,False,,40948,662,3185,Flight rules for git,,[],[],115,16,0,LICENSE,2014-07-22 20:35:09,2023-04-13 11:50:21
Real-Time-Voice-Cloning,CorentinJ,CorentinJ/Real-Time-Voice-Cloning,False,,40892,869,7451,Clone a voice in 5 seconds to generate arbitrary speech in real-time,Python,['Python'],"['deep-learning', 'python', 'pytorch', 'tensorflow', 'tts', 'voice-cloning']",16,111,4,LICENSE.md,2019-05-26 08:56:15,2023-04-13 11:59:23
awesome-wechat-weapp,justjavac,justjavac/awesome-wechat-weapp,False,,40755,1904,8249,微信小程序开发资源汇总 :100:,,[],"['demo', 'minapp', 'miniprogram', 'weapp-demo', 'wechat', 'wechat-weapp', 'wepy', 'wxapp', 'wxml']",179,2,0,LICENSE,2016-09-22 20:04:48,2023-04-13 11:50:00
hyper,vercel,vercel/hyper,False,,40679,491,3421,A terminal built on web technologies,TypeScript,"['TypeScript', 'Shell', 'NSIS', 'HTML', 'JavaScript', 'Batchfile']","['css', 'html', 'hyper', 'javascript', 'linux', 'macos', 'react', 'terminal', 'terminal-emulators']",259,879,27,LICENSE,2016-07-01 06:01:21,2023-04-13 10:17:24
bat,sharkdp,sharkdp/bat,False,,40678,203,1065,A cat(1) clone with wings.,Rust,"['Rust', 'Python', 'Shell', 'Batchfile']","['cli', 'command-line', 'git', 'hacktoberfest', 'rust', 'syntax-highlighting', 'terminal', 'tool']",293,189,9,LICENSE-APACHE,2018-04-21 10:52:23,2023-04-13 10:01:00
100-Days-Of-ML-Code,Avik-Jain,Avik-Jain/100-Days-Of-ML-Code,False,,40575,2455,9998,100 Days of ML Coding,,[],"['100-days-of-code-log', '100daysofcode', 'deep-learning', 'implementation', 'infographics', 'linear-algebra', 'linear-regression', 'logistic-regression', 'machine-learning', 'machine-learning-algorithms', 'naive-bayes-classifier', 'python', 'scikit-learn', 'siraj-raval', 'siraj-raval-challenge', 'support-vector-machines', 'svm', 'tutorial']",6,61,31,LICENSE,2018-07-05 09:11:43,2023-04-13 07:28:10
rustdesk,rustdesk,rustdesk/rustdesk,False,,40532,357,3883,Virtual / remote desktop infrastructure for everyone! Open source TeamViewer / Citrix alternative.,Rust,"['Rust', 'Dart', 'C', 'Kotlin', 'C++', 'Python', 'TypeScript', 'CSS', 'JavaScript', 'CMake', 'Shell', 'HTML', 'Objective-C++', 'NSIS', 'Swift', 'Dockerfile', 'Ruby', 'AppleScript', 'Objective-C']","['anydesk', 'dart', 'flutter', 'flutter-apps', 'flutter-desktop', 'flutter-examples', 'flutter-mobile', 'flutter-ui', 'flutter-web', 'linux', 'p2p', 'rdp', 'remote-control', 'remote-desktop', 'rust', 'rust-lang', 'teamviewer', 'vnc', 'wayland']",174,76,1,LICENCE,2020-09-28 15:36:08,2023-04-13 12:00:32
github-cheat-sheet,tiimgreen,tiimgreen/github-cheat-sheet,False,,40520,1420,5276,A list of cool features of Git and GitHub.,,[],"['awesome', 'awesome-list', 'git', 'github', 'list']",78,29,14,LICENSE,2014-04-12 16:38:42,2023-04-13 09:23:27
react,typescript-cheatsheets,typescript-cheatsheets/react,False,,40469,394,3685,Cheatsheets for experienced React developers getting started with TypeScript,JavaScript,"['JavaScript', 'CSS', 'Shell']","['cheatsheet', 'guide', 'hacktoberfest', 'hacktoberfest2022', 'react', 'typescript']",166,3,1,LICENSE,2018-06-02 04:08:16,2023-04-13 11:57:32
mkcert,FiloSottile,FiloSottile/mkcert,False,,40399,457,2069,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,['Go'],"['certificates', 'chrome', 'firefox', 'https', 'ios', 'linux', 'local-development', 'localhost', 'macos', 'root-ca', 'tls', 'windows']",36,112,26,LICENSE,2018-06-25 05:33:03,2023-04-13 10:57:52
x64dbg,x64dbg,x64dbg/x64dbg,False,,40371,2778,2112,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.,C++,"['C++', 'C', 'QMake', 'CSS', 'Batchfile', 'Assembly', 'Shell']","['binary-analysis', 'cpp', 'ctf', 'debugger', 'debugging', 'disassembler', 'dynamic-analysis', 'exploit-development', 'hacking', 'malware-analysis', 'oscp', 'program-analysis', 'reverse-engineering', 'security', 'security-tools', 'windows', 'x64', 'x86', 'x86-64']",110,536,0,LICENSE,2015-04-11 20:48:23,2023-04-13 11:41:06
sherlock,sherlock-project,sherlock-project/sherlock,False,,40279,991,4797,🔎 Hunt down social media accounts by username across social networks,Python,"['Python', 'Dockerfile']","['cli', 'hacktoberfest', 'hacktoberfest2022', 'information-gathering', 'linux', 'macos', 'osint', 'python', 'python3', 'reconnaissance', 'redteam', 'sherlock', 'tools', 'windows']",190,120,83,LICENSE,2018-12-24 14:30:48,2023-04-13 12:04:17
clash,Dreamacro,Dreamacro/clash,False,,40126,548,5227,A rule-based tunnel in Go.,Go,"['Go', 'Makefile', 'Dockerfile']","['clash', 'golang', 'rule-based', 'tunnel']",88,94,7,LICENSE,2018-06-10 14:28:14,2023-04-13 12:18:54
vue2-elm,bailicangdu,bailicangdu/vue2-elm,False,,39952,1506,12481,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,Vue,"['Vue', 'JavaScript', 'SCSS', 'HTML']","['es2015', 'flex', 'sass', 'vue', 'vue-router', 'vuex', 'webpack']",11,111,1,COPYING,2016-12-23 01:49:20,2023-04-13 12:13:32
nw.js,nwjs,nwjs/nw.js,False,,39562,1603,3950,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,JavaScript,"['JavaScript', 'C++', 'Python', 'HTML', 'Objective-C++', 'Objective-C', 'Smarty', 'Shell', 'C', 'CSS']","['desktop', 'javascript', 'node-webkit', 'nodejs', 'nwjs', 'web-application-framework']",108,874,12,LICENSE,2012-01-04 06:21:10,2023-04-13 06:27:37
pixijs,pixijs,pixijs/pixijs,False,,39539,1013,4742,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",TypeScript,"['TypeScript', 'JavaScript', 'PLSQL', 'GLSL']","['canvas', 'canvas2d', 'data-visualization', 'game', 'glsl', 'javascript', 'pixi', 'pixijs', 'renderer', 'rendering', 'rendering-2d-graphics', 'rendering-engine', 'webgl']",376,139,19,LICENSE,2013-01-21 22:40:50,2023-04-13 11:14:35
drawio-desktop,jgraph,jgraph/drawio-desktop,False,,39345,491,4189,Official electron build of draw.io,Shell,"['Shell', 'JavaScript']","['diagram-editor', 'electron-app', 'graphics', 'javascript-applications']",12,130,0,LICENSE,2017-05-25 20:58:42,2023-04-13 12:11:25
marktext,marktext,marktext/marktext,False,,39340,395,2999,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",JavaScript,"['JavaScript', 'Vue', 'CSS', 'EJS', 'HTML', 'NSIS']","['dark-mode', 'editor', 'electron', 'element-ui', 'emoji', 'focus-mode', 'latex', 'linux', 'mac', 'macos', 'markdown', 'marktext', 'next-generation', 'source-code', 'typewriter-mode', 'vue', 'windows']",136,1025,50,LICENSE,2017-11-12 16:05:25,2023-04-13 12:17:36
chinese-poetry,chinese-poetry,chinese-poetry/chinese-poetry,False,,39295,1109,8089,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。",JavaScript,"['JavaScript', 'Python']","['chinese', 'chinese-poetry', 'ci', 'json', 'poetry', 'tangshi']",52,91,1,LICENSE,2016-09-02 03:32:25,2023-04-13 09:42:53
Alamofire,Alamofire,Alamofire/Alamofire,False,,39199,1080,7433,Elegant HTTP Networking in Swift,Swift,"['Swift', 'Ruby']","['alamofire', 'carthage', 'certificate-pinning', 'cocoapods', 'httpurlresponse', 'networking', 'parameter-encoding', 'public-key-pinning', 'request', 'response', 'swift', 'swift-package-manager', 'urlrequest', 'urlsession', 'xcode']",222,39,4,LICENSE,2014-07-31 05:56:19,2023-04-13 09:37:00
openpilot,commaai,commaai/openpilot,False,,39108,1263,7178,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for over 200 supported car makes and models.,Python,"['Python', 'C++', 'C', 'Shell', 'Cython', 'Kaitai Struct', 'HTML', 'Dockerfile', 'QML', 'Makefile', 'Emacs Lisp']",[],409,394,160,LICENSE,2016-11-24 01:33:30,2023-04-13 11:55:45
trackerslist,ngosang,ngosang/trackerslist,False,,39016,1281,6588,Updated list of public BitTorrent trackers,,[],"['bittorrent', 'bittorrent-tracker', 'bittorrent-trackers', 'http', 'list', 'lists', 'public-tracker', 'public-trackers', 'torrent', 'tracker', 'trackers', 'trackerslist', 'udp', 'webtorrent', 'ws']",2,5,0,LICENSE,2016-04-24 11:57:57,2023-04-13 12:13:39
project-layout,golang-standards,golang-standards/project-layout,False,,38964,571,4362,Standard Go Project Layout,Makefile,['Makefile'],"['go', 'golang', 'project-structure', 'project-template', 'standards']",46,107,36,LICENSE.md,2017-09-09 16:33:26,2023-04-13 12:01:36
pm2,Unitech,Unitech/pm2,False,,38873,662,2532,Node.js Production Process Manager with a built-in Load Balancer.,JavaScript,"['JavaScript', 'Shell', 'Smarty', 'Dockerfile', 'Python']","['command-line', 'command-line-tool', 'deploy', 'load-balancer', 'monitoring', 'node', 'nodejs', 'pm2', 'process-manager', 'production']",256,753,31,LICENSE,2013-05-21 03:25:25,2023-04-13 07:34:06
materialize,Dogfalo,Dogfalo/materialize,False,,38817,999,4846,"Materialize, a CSS Framework based on Material Design",JavaScript,"['JavaScript', 'CSS', 'HTML']","['css', 'css-framework', 'design', 'framework', 'javascript', 'material', 'material-design']",245,799,176,LICENSE,2014-09-12 19:35:38,2023-04-12 22:47:59
ghidra,NationalSecurityAgency,NationalSecurityAgency/ghidra,False,,38771,964,4808,Ghidra is a software reverse engineering (SRE) framework,Java,"['Java', 'C++', 'HTML', 'C', 'Python', 'Shell', 'Yacc', 'Xtend', 'GAP', 'Assembly', 'TeX', 'Hack', 'Objective-C', 'Batchfile', 'Lex', 'Makefile', 'XSLT', 'CSS', 'GDB', 'JavaScript', 'Haskell', 'Pawn']","['disassembler', 'reverse-engineering', 'software-analysis']",229,1332,171,LICENSE,2019-03-01 03:27:48,2023-04-13 11:28:00
dubbo,apache,apache/dubbo,False,,38739,3081,25788,"Apache Dubbo is a high-performance, java based, open source RPC framework.",Java,"['Java', 'Mustache', 'Shell', 'JavaScript', 'Lex', 'Batchfile', 'Dockerfile']","['distributed-systems', 'dubbo', 'framework', 'java', 'microservices', 'restful', 'rpc']",405,761,37,LICENSE,2012-06-19 07:56:02,2023-04-13 08:22:26
styled-components,styled-components,styled-components/styled-components,False,,38588,366,2437,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']","['css', 'css-in-js', 'react', 'styled-components']",301,153,7,LICENSE,2016-08-16 06:41:32,2023-04-13 10:43:56
DeepFaceLab,iperov,iperov/DeepFaceLab,False,,38546,1060,8628,DeepFaceLab is the leading software for creating deepfakes.,Python,['Python'],"['arxiv', 'creating-deepfakes', 'deep-face-swap', 'deep-learning', 'deep-neural-networks', 'deepface', 'deepfacelab', 'deepfakes', 'deeplearning', 'face-swap', 'faceswap', 'fakeapp', 'machine-learning', 'neural-nets', 'neural-networks']",19,520,1,LICENSE,2018-06-04 13:10:00,2023-04-13 11:56:27
minio,minio,minio/minio,False,,38478,611,4595,Multi-Cloud :cloud: Object Storage ,Go,"['Go', 'Shell', 'Makefile', 'Mustache', 'Smarty', 'Dockerfile']","['amazon-s3', 'cloud', 'cloudnative', 'cloudstorage', 'go', 'k8s', 'kubernetes', 'multi-cloud', 'multi-cloud-kubernetes', 'objectstorage', 's3', 'storage']",400,41,19,LICENSE,2015-01-14 19:23:58,2023-04-13 12:01:17
huginn,huginn,huginn/huginn,False,,38087,739,3424,Create agents that monitor and act on your behalf.  Your agents are standing by!,Ruby,"['Ruby', 'HTML', 'CoffeeScript', 'Shell', 'SCSS', 'Dockerfile', 'Procfile', 'Makefile']","['agent', 'automation', 'feed', 'feedgenerator', 'huginn', 'monitoring', 'notifications', 'rss', 'scraper', 'twitter', 'twitter-streaming', 'webscraping']",203,675,85,LICENSE,2013-03-10 06:00:31,2023-04-13 11:42:20
PythonDataScienceHandbook,jakevdp,jakevdp/PythonDataScienceHandbook,False,,38074,1771,16787,Python Data Science Handbook: full text in Jupyter Notebooks,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'CSS', 'HTML', 'Makefile']","['jupyter-notebook', 'matplotlib', 'numpy', 'pandas', 'python', 'scikit-learn']",15,192,90,LICENSE-CODE,2016-08-10 14:24:36,2023-04-13 09:59:12
uni-app,dcloudio,dcloudio/uni-app,False,,37957,505,3446,A cross-platform framework using Vue.js,JavaScript,"['JavaScript', 'Vue', 'HTML', 'CSS', 'TypeScript']","['android', 'cross-platform', 'crossplatform', 'hbuilderx', 'ios', 'javascript', 'miniprogram', 'mpvue', 'uni', 'uni-app', 'uniapp', 'vue', 'vue3']",201,1027,16,LICENSE,2018-07-12 08:52:39,2023-04-13 10:37:06
rclone,rclone,rclone/rclone,False,,37941,570,3438,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",Go,"['Go', 'HTML', 'Python', 'Shell', 'JavaScript', 'Makefile', 'C', 'Dockerfile', 'PHP', 'Batchfile']","['amazon-drive', 'azure-blob', 'backblaze-b2', 'cloud-storage', 'dropbox', 'encryption', 'ftp', 'fuse-filesystem', 'go', 'golang', 'google-cloud-storage', 'google-drive', 'hubic', 'onedrive', 'openstack-swift', 'rclone', 's3', 'sftp', 'sync', 'webdav']",401,871,86,COPYING,2014-03-16 16:19:57,2023-04-13 12:09:53
pandas,pandas-dev,pandas-dev/pandas,False,,37938,1109,16067,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",Python,"['Python', 'Cython', 'HTML', 'C', 'Shell', 'Smarty', 'CSS', 'Dockerfile', 'XSLT', 'Batchfile']","['alignment', 'data-analysis', 'data-science', 'flexible', 'pandas', 'python']",412,3592,130,LICENSE,2010-08-24 01:37:33,2023-04-13 11:24:19
PowerShell,PowerShell,PowerShell/PowerShell,False,,37833,1413,6455,PowerShell for every system!,C#,"['C#', 'PowerShell', 'Roff', 'Shell', 'Rich Text Format', 'HTML', 'XSLT', 'JavaScript', 'Dockerfile', 'Batchfile']","['command-line', 'hacktoberfest', 'linux', 'macos', 'netcore', 'powershell', 'shell', 'windows']",379,3453,115,LICENSE.txt,2016-01-13 23:41:35,2023-04-13 11:54:57
discourse,discourse,discourse/discourse,False,,37691,896,7942,"A platform for community discussion. Free, open, simple.",Ruby,"['Ruby', 'JavaScript', 'HTML', 'Handlebars', 'SCSS', 'Mustache', 'Shell', 'Procfile']","['discourse', 'ember', 'forum', 'javascript', 'postgresql', 'rails', 'ruby']",386,61,61,LICENSE.txt,2013-01-12 00:25:55,2023-04-13 06:41:52
grpc,grpc,grpc/grpc,False,,37582,1375,9904,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,"['C++', 'Python', 'C', 'Starlark', 'Shell', 'Objective-C', 'Ruby', 'PHP', 'Cython', 'Dockerfile', 'C#', 'Objective-C++', 'Batchfile', 'Go', 'CMake', 'Java', 'XSLT', 'Swift', 'JavaScript', 'PowerShell', 'Awk', 'CSS', 'HTML']",[],325,825,220,LICENSE,2014-12-08 18:58:53,2023-04-13 12:01:32
CppCoreGuidelines,isocpp,isocpp/CppCoreGuidelines,False,,37566,1971,5059,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",Python,"['Python', 'Makefile']",[],305,214,7,LICENSE,2015-08-19 20:22:52,2023-04-13 10:05:35
yolov5,ultralytics,ultralytics/yolov5,False,,37342,347,13473,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,Python,"['Python', 'Shell', 'Dockerfile']","['coreml', 'deep-learning', 'ios', 'machine-learning', 'ml', 'object-detection', 'onnx', 'pytorch', 'tflite', 'ultralytics', 'yolo', 'yolov3', 'yolov5']",300,250,68,LICENSE,2020-05-18 03:45:11,2023-04-13 12:17:24
Leaflet,Leaflet,Leaflet/Leaflet,False,,37273,900,5609,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,JavaScript,"['JavaScript', 'HTML', 'Handlebars', 'CSS', 'Shell']","['hacktoberfest', 'javascript', 'leaflet', 'maps']",378,484,123,LICENSE,2010-09-22 16:57:44,2023-04-13 10:42:09
act,nektos,nektos/act,False,,37258,150,934,Run your GitHub Actions locally 🚀,Go,"['Go', 'Shell', 'Makefile', 'JavaScript']","['ci', 'devops', 'github-actions', 'golang']",146,105,9,LICENSE,2019-01-02 19:53:43,2023-04-13 11:04:44
ripgrep,BurntSushi,BurntSushi/ripgrep,False,,37172,286,1665,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,Rust,"['Rust', 'Python', 'Shell', 'Ruby', 'Dockerfile']","['cli', 'command-line', 'command-line-tool', 'gitignore', 'grep', 'recursively-search', 'regex', 'ripgrep', 'rust', 'search']",312,209,67,UNLICENSE,2016-03-11 02:02:33,2023-04-13 11:56:42
impress.js,impress,impress/impress.js,False,,37164,1239,6824,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,JavaScript,"['JavaScript', 'HTML', 'CSS']",[],78,72,15,LICENSE,2011-12-28 22:23:19,2023-04-13 06:02:29
front-end-interview-handbook,yangshun,yangshun/front-end-interview-handbook,False,,37119,776,5361,⚡️ Front End interview preparation materials for busy engineers,JavaScript,"['JavaScript', 'CSS']","['css', 'css-questions', 'front-end', 'front-end-development', 'front-end-interview', 'front-end-system-design', 'html', 'html-questions', 'interview', 'interview-preparation', 'interview-questions', 'interview-test', 'javascript', 'js-questions', 'web-development']",151,17,3,LICENSE,2018-01-13 19:40:08,2023-04-13 08:49:54
rustlings,rust-lang,rust-lang/rustlings,False,,37029,303,6374,:crab: Small exercises to get you used to reading and writing Rust code!,Rust,"['Rust', 'Shell', 'PowerShell', 'Nix']","['beginner-friendly', 'rust', 'rustlings']",306,109,15,LICENSE,2015-09-15 02:25:18,2023-04-13 11:08:14
zx,google,google/zx,False,,37025,151,892,A tool for writing better scripts,JavaScript,"['JavaScript', 'TypeScript']","['bash', 'cli', 'javascript', 'nodejs', 'shell']",40,36,5,LICENSE,2021-05-05 05:50:01,2023-04-13 11:39:09
terraform,hashicorp,hashicorp/terraform,False,,36881,1195,8527,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,"['Go', 'HTML', 'HCL', 'Shell', 'Makefile', 'Dockerfile']","['cloud', 'cloud-management', 'graph', 'infrastructure-as-code', 'terraform']",359,1809,167,LICENSE,2014-03-13 22:25:48,2023-04-13 11:52:19
vuetify,vuetifyjs,vuetifyjs/vuetify,False,,36876,600,6726,🐉 Vue Component Framework,TypeScript,"['TypeScript', 'Vue', 'Sass', 'SCSS', 'JavaScript', 'HTML', 'Shell', 'Dockerfile']","['javascript', 'material', 'material-components', 'material-design', 'material-theme', 'semantic', 'typescript', 'ui', 'ui-components', 'ui-design', 'ui-kit', 'ui-library', 'vue', 'vue-components', 'vue-material', 'vuejs', 'vuejs3', 'vuetify', 'vuetifyjs']",439,1395,143,LICENSE.md,2016-09-12 00:39:35,2023-04-13 10:49:04
